13818513_1	Cookies
13729689_11	good
13729689_11	songs
13729689_11	automatically
13729689_12	Im
13729689_12	really
13729689_12	proud
13729689_12	of
13729689_12	my
13729689_12	cooperation
13729689_12	with
13729689_12	youtube
13729689_12	algorithm
13729689_12	D
13729689_13	Haaha
13729689_13	Dont
13729689_13	be
13729689_13	so
13729689_13	full
13729689_13	of
13729689_13	yourself
13729689_13	ego
13729689_13	city
13729689_15	Its
13729689_15	oddly
13729689_15	satisfying
13729689_15	I
13729689_15	think
13729689_15	about
13729689_15	it
13729689_16	Haha
13729689_16	Thanks
13729689_16	for
13729689_16	the
13729689_16	song
13729689_17	Good
13729689_17	luck
13729689_17	D
13727718_1	how
13727718_1	I
13727718_1	am
13727718_1	gonna
13727718_1	react…
13727718_2	how
13727718_2	is
13727718_2	she
13727718_2	Her
13727718_2	condition
13727718_3	so
13727718_3	I
13727718_3	called
13727718_3	so
13727718_3	it
13727718_3	was
13727718_3	normal
13727718_3	delievery
13727718_3	so
13727718_3	physically
13727718_3	I
13727718_3	think
13727718_3	she
13727718_3	is
13727718_3	fine…
13727718_3	I
13727718_3	cant
13727718_3	imagine
13727718_3	mentally
13727718_4	I
13727718_4	know
13727718_4	excited
13727718_4	I
13727718_4	remember
13727718_4	how
13727718_4	she
13727718_4	was
13727718_4	at
13727718_4	baby
13727718_4	shower
13727718_4	and
13727718_4	gender
13727718_4	reveal
13727718_5	to
13727718_5	move
13727718_5	on
13727718_6	yess
13727718_7	in
13727718_7	an
13727718_7	hour
13727718_8	pick
13727718_8	me
13727718_8	up
13727718_8	too
13727718_10	yes…
13727718_10	prepare
13727718_10	how
13727718_10	to
13727718_10	react
13727718_11	yes
13727718_11	her
13727718_11	pain
13727718_11	is
13727718_11	beyond
13727718_11	our
13727718_11	imagination
13727718_12	but
13727718_12	we
13727718_12	have
13727718_12	to
13727718_12	make
13727718_12	her
13727718_12	understand
13727718_12	this
13727718_12	is
13727718_12	not
13727718_12	the
13727718_12	end
13727718_12	of
13727718_12	the
13727718_12	world
13727718_13	and
13727718_13	reason
13727718_14	yes
13727718_14	already
13727718_14	prepared
13727718_14	I
13727718_14	am
13727718_14	still
13727718_14	struggling
13727718_15	i
13727718_15	am
13727718_15	not
13727718_15	prepared
13727718_15	i
13727718_15	know
13727718_15	i
13727718_15	wont
13727718_15	be
13727718_15	able
13727718_15	to
13727718_15	say
13727718_15	it
13727718_15	all
13727718_16	i
13727718_16	know
13727718_16	if
13727718_16	she
13727718_16	would
13727718_16	cry
13727718_17	dont
13727718_17	be
13727718_17	stupid
13727718_17	please
13727718_17	try
13727718_17	to
13727718_17	control
13727718_17	your
13727718_17	emotions
13727718_17	and
13727718_17	help
13727718_17	to
13727718_17	come
13727718_17	out
13727718_17	of
13727718_17	it
13727718_17	be
13727718_17	strong
13727718_18	see
13727718_18	you
13727718_18	now
13727718_18	I
13727718_18	am
13727718_18	getting
13727718_18	ready
13812093-1_1	Hon
13812093-1_2	Lucky
13812093-1_4	they
13812093-1_4	might
13812093-1_4	but
13812093-1_4	last
13812093-1_4	minute
13812093-1_5	let
13812093-1_5	me
13812093-1_5	know
13812093-1_5	I
13812093-1_5	can
13812093-1_5	pick
13812093-1_5	you
13812093-1_5	up
13812093-1_6	Dont
13812093-1_6	worry
13812093-1_7	Ok
13812093-1_8	Your
13812093-1_8	loves
13812093-1_8	enough
13830013_1	min
13830013_1	and
13830013_1	Im
13830013_1	there
13830013_2	ok
13830013_2	wait
13830013_3	ok
13811129_1	filephoto
13811129_2	filephoto
13811129_3	thank
13811129_3	you
13811129_3	again
13811129_3	for
13811129_3	a
13811129_3	lovely
13811129_3	time
13811129_4	best
13811129_4	hosts
13811129_5	awwww
13811129_5	thanks
13811129_5	for
13811129_5	the
13811129_5	pics
13811129_6	and
13811129_6	thank
13811129_6	you
13811129_7	next
13811129_7	time
13811129_7	I
13811129_7	cook
13811129_8	great
13820742_1	miss
13820742_3	question
13820742_4	xd
13820742_6	Cant
13820742_6	focus
13820742_6	on
13820742_6	my
13820742_6	studies
13820742_6	xd
13729917_1	I
13729917_1	miss
13729917_1	him
13729917_2	he
13729917_2	cheated
13729917_2	on
13729917_2	you
13729917_2	Asshole
13729917_2	You
13729917_2	deserve
13729917_2	alot
13729917_2	better
13729917_3	what
13729917_3	im
13729917_3	talking
13729917_3	about
13729917_3	our
13729917_3	rat
13729917_3	he
13729917_3	died
13729917_4	SMITHERS
13729917_4	NOOOOOOOO
13729917_5	D
13729917_6	the
13729917_6	funeral
13729917_6	was
13729917_6	lovely
13729917_6	sniff
13728170_1	who
13728170_1	took
13728170_1	DMT
13728170_1	and
13728170_1	was
13728170_1	killed
13728170_1	and
13728170_1	soul
13728170_2	Enter
13728170_2	the
13728170_2	Void
13728170_3	Yes
13728170_3	Ive
13728170_3	been
13728170_3	looking
13728170_3	for
13728170_3	this
13728170_3	film
13728170_3	title
13728170_4	I
13728170_4	was
13728170_4	high
13728170_4	and
13728170_4	I
13728170_4	had
13728170_4	seen
13728170_4	something
13728170_4	different
13728170_4	in
13728170_4	that
13728170_4	movie
13728170_5	Hahah
13728170_5	Admit
13728170_5	it
13728170_5	title
13728170_5	screen
13728170_6	Hah
13728170_6	But
13728170_6	if
13728170_6	you
13728170_6	count
13728170_6	in
13728170_6	the
13728170_6	times
13728170_6	Ive
13728170_6	fallen
13728170_6	asleep
13728170_6	while
13728170_6	watching
13728170_6	it
13728170_6	P
13728170_7	Ha
13728170_7	Everything
13728170_7	is
13728170_7	unhealthy
13728170_7	when
13728170_7	its
13728170_7	too
13728170_7	much
13728170_8	Youre
13728170_8	totally
13728170_8	right
13728170_9	Anyway
13728170_9	thanks
13728170_9	for
13728170_9	the
13728170_9	movie
13728170_9	plan
13728170_9	help
13728170_10	Sure
13728170_10	problem
13728170_10	Have
13728170_10	a
13728170_10	nice
13728170_10	evening
13728170_10	then
13728170_10	Bye
13728170_11	Bye
13814879_1	hey
13814879_1	bro
13814879_1	spare
13814879_1	sleeping
13814879_1	bag
13814879_1	borrow
13814879_2	Ive
13814879_2	got
13814879_2	only
13814879_2	one
13814879_3	this
13814879_3	weekend
13814879_4	u
13814879_4	can
13814879_4	take
13814879_4	mine
13814879_4	use
13814879_4	weekend
13814879_5	cool
13814879_6	Wherewhen
13814879_6	can
13814879_6	I
13814879_6	get
13814879_6	it
13814879_7	Ill
13814879_7	be
13814879_7	at
13814879_7	home
13814879_8	Address
13814879_9	sure
13814879_9	fileother
13814879_10	what
13814879_10	time
13814879_10	will
13814879_10	u
13814879_10	come
13814879_11	around
13814879_11	ok
13814879_12	yep
13814879_12	car
13814879_13	bike
13814879_14	Ill
13814879_14	get
13814879_14	some
13814879_14	beers
13814879_14	then
13814879_15	good
13814879_15	cu
13731431_2	What
13731431_2	do
13731431_2	you
13731431_2	mean
13731431_3	You
13731431_3	left
13731431_3	the
13731431_3	meeting
13731431_4	Boss
13731431_4	just
13731431_4	annoyed
13731431_4	me
13731431_6	you
13731431_6	know
13731431_6	he
13731431_6	disapproves
13731431_6	of
13731431_6	behaviour
13731431_8	Your
13731431_8	best
13731431_8	bet
13731431_8	is
13731431_8	to
13731431_8	apologize
13731431_8	him
13731431_9	well
13731431_10	if
13731431_10	thats
13731431_10	the
13731431_10	only
13731431_10	option
13731431_10	okay
13731431_10	but
13731431_10	in
13731431_10	my
13731431_10	opinion
13731431_11	I
13731431_11	know
13731431_11	him
13731431_11	better
13731431_11	than
13731431_11	you
13731431_12	He
13731431_12	appreciates
13731431_12	it
13731431_12	when
13731431_12	an
13731431_12	employee
13731431_12	understands
13731431_12	he
13731431_12	did
13731431_12	the
13731431_12	wrong
13731431_12	thing
13731431_13	are
13731431_13	you
13731431_13	sure
13731431_14	Yep
13731431_15	Ill
13731431_15	go
13731431_15	to
13731431_15	work
13731431_15	as
13731431_15	usual
13731431_15	and
13731431_15	Ill
13731431_15	express
13731431_15	regret
13731431_16	I
13731431_16	hope
13731431_18	but
13731431_18	next
13731431_18	time
13731431_18	things
13731431_18	may
13731431_18	get
13731431_18	more
13731431_18	serious
13731431_19	okay
13731431_19	okay
13731431_19	lesson
13731431_19	learned
13819232_2	Good
13819232_2	luck
13819232_3	got
13819232_3	this
13819232_4	got
13819232_4	this
13819232_5	3
13828981_1	Chloe
13828981_1	texted
13828981_1	me
13828981_1	late
13828981_3	ok
13828981_3	thanks
13828981_3	for
13828981_3	letting
13828981_3	me
13828981_3	know
13828981_4	Im
13828981_4	in
13828981_4	a
13828981_4	middle
13828981_4	of
13828981_4	a
13828981_4	traffic
13828981_4	jam
13828981_5	and
13828981_5	I
13828981_5	guess
13828981_6	were
13828981_6	all
13828981_6	going
13828981_6	to
13828981_6	be
13828981_6	late
13810161_1	Papa
13810161_1	youre
13810161_1	at
13810161_1	home
13810161_1	in
13810161_1	the
13810161_1	evening
13810161_2	On
13810161_2	Yes
13810161_3	Jogging
13810161_3	Shorty
13810161_3	before
13810161_4	Do
13810161_4	so
13810161_4	You
13810161_4	want
13810161_4	to
13810161_4	say
13810161_4	goodbye
13810161_5	Shall
13810161_5	we
13810161_5	have
13810161_5	a
13810161_5	meal
13810161_5	together
13810161_5	with
13810161_5	and
13810161_6	My
13810161_6	treat
13810161_6	then
13810161_7	On
13810161_7	Lunch
13810161_8	in
13810161_8	OK
13810161_9	Good
13810161_9	Will
13810161_9	you
13810161_9	phone
13810161_12	Thank
13810161_12	you
13810161_12	son
13810161_12	Nothing
13810161_12	against
13810161_12	her
13810161_13	I
13810161_13	see
13810161_13	No
13810161_13	pro
13810161_15	12ish
13810161_16	Suits
13810161_16	fine
13810161_16	No
13810161_16	booking
13810161_16	necessary
13810161_17	as
13810161_17	its
13810161_18	Ill
13810161_18	come
13810161_18	and
13810161_18	C
13810161_18	U
13810161_18	anyway
13810161_19	Ill
13810161_19	put
13810161_19	beer
13810161_19	in
13810161_19	the
13810161_19	fridge
13810161_20	Havent
13810161_20	had
13810161_20	lunch
13810161_22	Ta
13810161_22	papa
13810161_22	Cheers
13611633_1	Hey
13611633_1	mate
13611633_1	free
13611633_2	Whats
13611633_2	up
13611633_2	my
13611633_2	dude
13611633_2	I
13611633_2	could
13611633_2	be
13611633_2	freeD
13611633_3	I
13611633_3	have
13611633_3	ticket
13611633_3	for
13611633_3	this
13611633_3	standup
13611633_4	Damn
13611633_4	I
13611633_4	definitely
13611633_4	need
13611633_4	some
13611633_4	laughs
13611633_4	now
13611633_5	Sounds
13611633_5	like
13611633_5	perfect
13611633_5	timing
13611633_6	were
13611633_6	fighting
13611633_6	bad
13611633_6	with
13611633_6	Cathy
13611633_6	lately
13611633_7	Oh
13611633_7	shit
13611633_7	thats
13611633_7	bad
13611633_7	that
13611633_7	you
13611633_7	guys
13611633_7	are
13611633_7	pretty
13611633_7	likeminded
13611633_8	Ive
13611633_8	been
13611633_8	working
13611633_8	lots
13611633_8	lately
13611633_8	so
13611633_8	I
13611633_8	am
13611633_8	barely
13611633_8	home
13611633_9	And
13611633_9	with
13611633_9	kids
13611633_10	Exactly
13611633_10	she
13611633_10	holds
13611633_10	a
13611633_10	great
13611633_10	grudge
13611633_10	for
13611633_10	that
13611633_11	Well
13611633_11	man
13611633_11	earn
13611633_11	that
13611633_11	bread
13611633_12	True
13611633_12	that
13611633_12	but
13611633_13	You
13611633_13	know
13611633_13	what
13611633_13	seems
13611633_13	like
13611633_13	break
13611633_13	How
13611633_13	about
13611633_13	you
13611633_13	go
13611633_13	have
13611633_13	some
13611633_13	laughs
13611633_13	and
13611633_15	I
13611633_15	know
13611633_15	I
13611633_15	know
13611633_15	saving
13611633_15	the
13611633_15	day
13611633_16	Ill
13611633_16	owe
13611633_16	you
13611633_16	one
13611633_16	man
13715794_1	Hi
13715794_1	system
13715794_1	I
13715794_1	cant
13715794_1	log
13715794_1	in
13715794_2	problem
13715794_2	but
13715794_2	it
13715794_2	should
13715794_2	work
13715794_2	now
13715794_3	same
13715794_3	thing
13715794_3	here
13715794_3	looks
13715794_3	like
13715794_3	the
13715794_3	same
13715794_3	problem
13715794_5	team
13715794_5	D
13715794_6	ok
13715794_6	brb
13715794_7	ok
13715794_8	please
13715794_8	try
13715794_8	to
13715794_8	log
13715794_8	in
13715794_8	now
13715794_8	and
13715794_8	let
13715794_8	me
13715794_8	know
13715794_8	please
13715794_9	thank
13715794_9	you
13715794_10	yes
13715794_10	thanks
13715794_11	please
13715794_11	let
13715794_11	me
13715794_11	know
13715794_11	if
13715794_11	the
13715794_11	problem
13715794_11	appears
13715794_11	have
13715794_11	a
13715794_11	nice
13715794_11	day
13681026_1	Store
13681026_2	Hmmm
13681026_2	there
13681026_2	was
13681026_2	this
13681026_2	goat
13681026_2	cheese
13681026_2	last
13681026_2	time
13681026_2	You
13681026_2	remember
13681026_2	which
13681026_2	one
13681026_3	I
13681026_3	think
13681026_3	I
13681026_3	do
13681026_4	Maybe
13681026_4	milk
13681026_4	cause
13681026_4	And
13681026_4	like
13681026_4	rolls
13681026_4	the
13681026_4	grainy
13681026_4	ones
13681026_5	oh
13681026_5	and
13681026_5	tissues
13681026_6	Ok
13681026_6	roger
13681026_6	that
13813432_1	filegif
13813432_3	what
13813432_3	You
13813432_3	OK
13813432_4	yes
13813432_4	Swimming
13813432_4	pool
13813432_5	and
13813432_5	lost
13813432_5	the
13813432_5	earring
13813432_5	you
13813432_5	gave
13813432_5	me
13813432_5	for
13813432_5	birthday
13813432_6	oh
13813432_6	I
13813432_6	thought
13813432_6	something
13813432_6	bad
13813432_6	happened
13813432_6	to
13813432_6	you
13728949_1	hey
13728949_1	Meggie
13728949_1	office
13728949_2	No
13728949_2	so
13728949_2	I
13728949_2	dont
13728949_2	infect
13728949_2	anyone
13728949_2	else
13728949_3	sure
13728949_3	sure
13728949_3	thats
13728949_3	fine
13728949_5	there
13728949_5	are
13728949_5	some
13728949_5	papers
13728949_5	that
13728949_5	i
13728949_5	need
13728949_5	you
13728949_5	to
13728949_5	sign
13728949_7	new
13728949_7	medical
13728949_7	insurance
13728949_7	and
13728949_7	benefits
13728949_8	can
13728949_8	it
13728949_8	wait
13728949_8	till
13728949_9	dont
13728949_9	worry
13728949_10	okey
13728949_10	I
13728949_10	will
13728949_10	come
13728949_10	by
13728949_10	your
13728949_10	office
13728949_10	on
13728949_10	and
13728949_10	sign
13728949_10	them
13728949_10	thanks
13728949_10	Have
13728949_10	a
13728949_10	nice
13728949_10	day
13728949_11	you
13728949_11	too
13716692_1	We
13716692_1	are
13716692_1	in
13716692_1	June
13716692_1	515
13716692_1	town
13716692_1	we
13716692_1	can
13716692_1	meet
13716692_3	Sorry
13716692_4	filephoto
13716692_5	guys
13716692_5	waiting
13716692_5	to
13716692_5	welcome
13716692_5	you
13716692_6	LOL
13716692_7	lunch
13716692_7	Message
13716692_7	me
13716692_7	when
13716692_7	you
13716692_7	get
13716692_7	into
13716692_7	town
13716692_8	Lets
13716692_8	do
13716692_8	it
13716692_9	till
13716692_9	712
13716692_10	Ill
13716692_10	text
13716692_10	you
13716692_10	town
13716692_10	and
13716692_10	well
13716692_10	catch
13716692_10	up
13730382_1	Hope
13730382_1	you
13730382_1	bought
13730382_1	the
13730382_1	movie
13730382_1	I
13730382_1	sent
13730382_1	you
13730382_3	But
13730382_4	Okay
13730382_5	👌
13810066_1	hello
13810066_2	hi
13810066_3	i
13810066_3	have
13810066_3	some
13810066_3	crazy
13810066_3	idea
13810066_4	P
13810066_5	ha
13810066_5	ha
13810066_5	ha
13810066_6	not
13810066_6	funny
13810066_8	never
13810066_8	mind
13810066_9	will
13810066_9	you
13810066_9	go
13810066_9	with
13810066_9	me
13810066_9	to
13810066_9	my
13810066_9	parents
13810066_12	i
13810066_12	think
13810066_13	weeks
13681135_1	hello
13681135_1	how
13681135_1	do
13681135_1	you
13681135_1	feel
13681135_1	about
13681135_1	a
13681135_1	meeting
13681135_1	this
13681135_1	friday
13681135_1	6pm
13681135_2	Im
13681135_2	free
13681135_2	on
13681135_3	can
13681135_3	you
13681135_3	recommend
13681135_3	any
13681135_3	place
13681135_3	in
13681135_3	your
13681135_3	neighbourhood
13681135_4	variety
13681135_4	bars
13681135_4	in
13681135_4	the
13681135_4	Down
13681135_4	Street
13681135_4	we
13681135_4	can
13681135_4	go
13681135_4	there
13681135_4	together
13681135_4	and
13681135_4	pick
13681135_4	one
13681135_4	as
13681135_4	we
13681135_4	go
13681135_5	where
13681135_5	they
13681135_5	serve
13681135_6	Ive
13681135_6	got
13681135_6	no
13681135_6	idea
13681135_6	but
13681135_6	we
13681135_6	can
13681135_6	change
13681135_6	location
13681135_7	Ill
13681135_7	ask
13681135_7	the
13681135_7	rest
13681135_7	of
13681135_7	the
13681135_7	girls
13681135_8	okay
13681135_9	change
13681135_9	of
13681135_9	plans
13681135_9	next
13681135_9	friday
13681135_9	instead
13681135_9	is
13681135_9	out
13681135_10	I
13681135_10	think
13681135_10	that
13681135_10	works
13681135_10	for
13681135_10	me
13681135_10	too
13681135_11	awesome
13681135_12	I
13681135_12	cant
13681135_12	wait
13681135_12	to
13681135_12	see
13681135_12	you
13681135_12	all
13681135_12	3
13681135_13	see
13681135_13	you
13681135_13	then
13681135_14	see
13681135_14	you
13730246_1	Man
13730246_1	box
13730246_1	full
13730246_1	of
13730246_1	old
13730246_1	cables
13730246_2	And
13730246_2	I
13730246_2	should
13730246_2	throw
13730246_2	it
13730246_2	away
13730246_3	But
13730246_3	there
13730246_3	is
13730246_3	this
13730246_3	devil
13730246_3	on
13730246_3	my
13730246_4	Hahahaha
13730246_4	devil
13730246_5	garage
13730246_5	D
13730246_6	Cables
13730246_6	and
13730246_6	wires
13730246_6	weak
13730246_6	spot
13730246_7	I
13730246_7	have
13730246_7	an
13730246_7	urge
13730246_7	to
13730246_7	connect
13730246_7	everything
13730246_7	in
13730246_7	my
13730246_7	home
13730246_7	to
13730246_7	sth
13730246_8	PC
13730246_8	TV
13730246_8	TV
13730246_8	phone
13730246_8	Phone
13730246_8	PC
13730246_8	and
13730246_8	so
13730246_8	on
13730246_8	and
13730246_8	so
13730246_8	on
13730246_9	Technofreak
13730246_10	I
13730246_10	wish
13730246_10	wannabe
13730246_10	techno
13730246_10	freak
13730246_11	D
13730246_11	D
13730246_11	D
13716539_1	shot
13716539_2	he
13716539_2	did
13716539_2	it
13716539_2	again
13716539_2	D
13716539_3	best
13716539_3	match
13810168_1	fileother
13810168_2	interview
13810168_2	Kit
13810168_2	Harrington
13810168_4	filegif
13810168_5	hysterical
13810168_5	to
13810168_5	me
13810168_5	D
13612254_3	Station
13612254_3	stairs
13612254_3	top
13612254_4	side
13612254_5	Oh
13612254_5	sorry
13612254_5	street
13612254_6	and
13612254_6	Ill
13612254_6	be
13612254_6	there
13612254_7	Cool
13865106_1	recently
13865106_2	no
13865106_3	busy
13865106_5	baptise
13865106_5	decide
13865106_5	eventually
13865106_6	I
13865106_6	think
13865106_6	she
13865106_6	wont
13865106_6	do
13865106_6	it
13865106_8	I
13865106_8	agree
13820247_1	filephoto
13820247_2	Fuck
13820247_2	me
13820247_2	and
13820247_2	shes
13820247_2	currently
13820247_2	number
13820247_2	on
13820247_2	the
13820247_2	list
13820247_2	of
13820247_2	politicians
13820247_3	Mmm
13820247_4	will
13820247_4	embodiment
13820247_6	She
13820247_6	cant
13820247_6	be
13820247_6	sacked
13820247_6	not
13820247_6	only
13820247_6	because
13820247_6	Island
13820247_6	Race
13820247_6	iron
13820247_6	will
13820247_7	But
13820247_7	renegotiation
13820247_7	PM
13820247_7	march
13820247_7	deadline
13820247_8	Basically
13820247_8	Brexit
13820247_9	So
13820247_9	and
13820247_9	steer
13820247_9	us
13820247_9	through
13820247_9	the
13820247_9	nodeal
13820247_9	fiasco
13820247_10	paul
13820247_10	agree
13820247_10	bizarre
13820247_10	ridiculous
13820247_11	🤮🤮🤮
13820247_12	is
13820247_12	that
13820247_12	criticise
13820247_12	but
13820247_12	praise
13820247_12	and
13820247_12	fuck
13820247_12	knows
13820247_12	why
13820247_12	it’s
13820247_12	for
13820247_12	her
13820247_12	RESILIENCE
13820247_13	positive
13820247_14	recall
13820247_14	world
13820247_14	leader
13820247_14	history
13820247_14	books
13820247_14	mentioned
13820247_14	because
13820247_14	of
13820247_14	this
13820247_14	quality
13820247_15	and
13820247_15	Nicolas
13820247_15	Maduro
13820247_15	have
13820247_15	been
13820247_15	praised
13820247_15	same
13820247_16	fail
13820247_17	🤣🤣🤣
13820247_19	But
13820247_19	hey
13820247_19	Pound
13820247_19	deeper
13820247_19	and
13820247_19	deeper
13820247_20	dollars
13820247_20	🤑
13820247_21	EUROS
13820247_22	fileother
13820247_23	BOLÍVARES
13820247_24	LOOOOL
13680425_1	driving
13680425_1	course
13680425_1	last
13680425_1	week
13680425_1	and
13680425_1	I
13680425_1	was
13680425_1	wondering
13680425_1	course
13680425_1	book
13680425_3	Louise
13680425_3	Hacker
13680425_4	and
13680425_4	course
13680425_4	postcode
13680425_5	RM5
13680425_5	6YT
13680425_6	thanks
13680425_6	Graham
13680425_6	Mason
13680425_6	on
13680425_6	the
13680425_6	21st
13680425_6	September
13680425_7	yes
13680425_8	half
13680425_8	day
13680425_9	no
13680425_9	2
13680425_9	half
13680425_9	days
13680425_9	and
13680425_9	if
13680425_9	he
13680425_9	can
13680425_9	I
13680425_9	feel
13680425_9	better
13680425_9	but
13680425_10	ok
13680425_10	date
13680425_11	preferably
13680425_11	sat
13680425_11	or
13680425_11	sun
13680425_11	and
13680425_11	5
13680425_11	or
13680425_11	6
13680425_11	weeks
13680425_11	free
13680425_12	ok
13680425_12	Louise
13680425_12	and
13680425_12	dates
13680425_12	choose
13680425_13	ok
13680425_13	thanks
13680425_13	very
13680425_13	much
13680425_13	email
13680425_13	contact
13680425_13	text
13680425_14	text
13680425_14	but
13680425_14	follow
13680425_14	up
13680425_14	with
13680425_14	an
13680425_14	email
13680425_15	thanks
13820920_1	Dentist
13820920_3	Root
13820920_3	canal
13820920_4	brush
13820920_4	xd
13820920_5	😡
13820920_6	HArd
13820920_6	to
13820920_6	tell
13820920_6	but
13820920_6	I
13820920_6	do
13820920_7	relax
13820920_7	and
13731006_1	free
13731006_1	call
13731006_2	Sure
13731006_2	thing
13731006_2	as
13731006_2	Im
13731006_2	in
13731006_2	a
13731006_2	meeting
13731006_3	Meeting
13731006_5	Approximately
13731006_6	I
13731006_6	really
13731006_6	dont
13731006_6	know
13731006_7	really
13731006_8	Try
13731006_8	call
13731006_8	but
13731006_8	I
13731006_8	cant
13731006_8	promise
13731006_8	anything
13611892_3	Can
13611892_3	you
13611892_3	imagine
13611892_3	diaper
13611892_3	change
13611892_5	Yes
13611892_5	the
13611892_5	smell
13611892_5	the
13611892_5	view
13611892_5	finally
13611892_5	change
13611892_5	priceless
13611892_7	I
13611892_7	said
13611892_7	Are
13611892_7	you
13611892_7	fucking
13611892_7	kidding
13611892_7	me
13611892_8	And
13611892_9	He
13611892_9	said
13611892_9	and
13611892_9	that
13611892_9	Im
13611892_9	overreacting
13611892_10	Typical
13611892_10	admit
13611892_10	he
13611892_10	screwed
13611892_10	up
13611892_11	the
13611892_11	last
13611892_11	time
13611892_11	he
13611892_11	apologized
13611892_11	to
13611892_11	me
13611892_11	And
13611892_11	you
13611892_11	know
13611892_12	I
13611892_12	know
13611892_12	You
13611892_12	know
13611892_12	I
13611892_12	can
13611892_12	stir
13611892_12	him
13611892_12	into
13611892_12	the
13611892_12	right
13611892_12	direction
13611892_16	Oh
13611892_16	I
13611892_16	see
13611892_16	Maybe
13611892_16	try
13611892_16	but
13611892_16	like
13611892_16	serious
13611892_16	for
13611892_16	once
13611892_16	not
13611892_16	just
13611892_16	in
13611892_16	regards
13611892_16	to
13611892_16	you
13611892_16	know
13611892_16	he
13611892_16	messed
13611892_16	up
13611892_16	but
13611892_16	general
13611892_16	attitude
13611892_17	but
13611892_17	time
13611892_17	I
13611892_17	get
13611892_17	mad
13611892_17	and
13611892_18	What
13611892_18	do
13611892_18	you
13611892_18	say
13611892_18	and
13611892_18	go
13611892_18	to
13611892_18	a
13611892_18	for
13611892_18	a
13611892_18	day
13611892_18	during
13611892_18	the
13611892_18	weekend
13611892_18	A
13611892_18	nice
13611892_18	massage
13611892_18	and
13611892_18	a
13611892_18	facial
13611892_18	Could
13611892_18	only
13611892_18	do
13611892_18	you
13611892_18	good
13611892_20	call
13611892_20	Dream
13611892_20	SPA
13611892_20	later
13611892_20	today
13611892_21	I
13611892_21	love
13611892_21	you
13611892_21	3
13611892_21	Thanks
13682533_1	hello
13682533_2	help
13682533_3	reactions
13682533_4	sure
13682533_5	chemistry
13682533_5	simple
13682533_6	thanks
13730930_1	wedding
13730930_3	I
13730930_3	tried
13730930_3	but
13730930_4	of
13730930_4	course
13730930_5	fb
13730930_5	photos
13730930_6	normal
13730930_6	I
13730930_6	guess
13730930_7	Jim
13730930_8	he
13730930_8	behaved
13730930_8	well
13730930_8	luckily
13730930_8	got
13730930_8	drunk
13730930_8	but
13730930_8	not
13730930_8	too
13730930_8	much
13730930_9	good
13730930_9	to
13730930_9	know
13730930_10	6am
13730930_10	i
13730930_10	guess
13730930_10	it
13730930_10	was
13730930_10	a
13730930_10	good
13730930_10	party
13730930_11	wow
13730930_11	6
13730930_11	am
13611577_2	Not
13611577_2	good
13611577_4	Im
13611577_4	grounded
13611577_6	care
13611577_6	when
13611577_6	she
13611577_6	was
13611577_6	out
13611577_7	And
13611577_9	And
13611577_10	Garden
13611577_10	prepare
13611577_10	for
13611577_10	the
13611577_10	party
13611577_10	therell
13611577_10	come
13611577_10	our
13611577_10	family
13611577_10	and
13611577_10	I
13611577_10	was
13611577_10	supposed
13611577_10	to
13611577_10	entertain
13611577_10	the
13611577_10	little
13611577_10	brat
13611577_12	Well
13611577_12	TV
13611577_13	Im
13611577_13	sorry
13611577_14	Why
13611577_14	do
13611577_14	you
13611577_14	feel
13611577_14	sorry
13611577_14	for
13611577_14	her
13611577_14	and
13821329_1	message
13821329_2	I
13821329_2	like
13821329_2	it
13821329_3	no
13821329_5	Horrible
13821329_5	appealing
13821329_5	for
13821329_5	peace
13821329_5	and
13821329_5	so
13821329_5	on
13821329_7	but
13821329_7	its
13821329_7	a
13821329_7	holiday
13821329_7	and
13821329_7	Anglican
13821329_7	Church
13821329_7	head
13821329_7	so
13821329_7	its
13821329_7	not
13821329_7	surprising
13821329_8	I
13821329_8	know
13821329_8	but
13821329_8	just
13821329_9	I
13821329_9	think
13821329_10	sure
13821329_10	but
13821329_10	better
13821329_10	although
13821329_10	it
13821329_10	could
13821329_11	Im
13821329_11	not
13821329_11	convinced
13862573_1	hi
13862573_1	sorry
13862573_2	meeting
13862573_3	hi
13862573_5	😓
13862573_6	train
13862573_6	tickets
13862573_7	sorry
13862573_8	hope
13862573_9	hope
13862573_9	so
13862573_9	too
13682260_1	book
13682260_1	read
13682260_3	I
13682260_3	see
13730087_1	fileother
13730087_2	Maybe
13730087_2	diet
13730087_2	D
13730087_4	contact
13730087_4	cancer
13730087_5	opinion
13730087_5	life
13730087_5	causes
13730087_5	death
13730087_6	Seriously
13730087_6	ignore
13730087_7	cancer
13730087_7	causing
13730087_7	things
13730087_7	avoid
13730087_7	jungle
13730087_7	on
13730087_7	a
13730087_7	different
13730087_7	planet
13730087_7	and
13730087_7	space
13730087_7	suit
13730087_8	list
13730087_8	is
13730087_8	UV
13730087_8	radiation
13730087_8	cancer
13730087_9	literally
13730087_9	daylight
13730087_9	can
13730087_9	make
13730087_9	you
13730087_9	sick
13730087_10	Its
13730087_10	about
13730087_10	longterm
13730087_10	exposure
13730087_11	Yup
13730087_11	Summer
13730087_11	time
13730087_11	cancer
13730087_12	Scientific
13730087_12	reasearch
13730087_12	neglect
13730087_13	But
13730087_13	I
13730087_13	just
13730087_13	think
